id;curriculum;nameHu;nameEn;hasLearningMaterialHU;hasLearningMaterialEN
AF-Lead_Time-73;TA-Környezetvédelem_és_energia-136;false;Lead Time;false;false
TT-Waste_Collection-73;TA-Környezetvédelem_és_energia-136;Hulladékgyűjtési kapacitás;Waste Collection Capacity;false;false
TT-Waste_Collection_System-73;TA-Környezetvédelem_és_energia-136;Hulladékgyűjtési Rendszer;Waste Collection System;false;false
TT-Waste_Collection_Facilities-73;TA-Környezetvédelem_és_energia-136;Hulladékgyűjtés eszközei;Waste Collection Facilities;false;false
TT-Geaographic_Aspects_of_Waste_Collection-73;TA-Környezetvédelem_és_energia-136;Hulladékgyűjtés földrajzi aspektusai;Geaographic Aspects of Waste Collection;false;false
TT-Waste_Collection_Regulations-73;TA-Környezetvédelem_és_energia-136;Hulladékgyűjtési jogszabályok;Waste Collection Regulations;false;false
TT-Availability_of_Infrastructure-73;TA-Környezetvédelem_és_energia-136;Infrastruktúra elérhetősége;Availability of Infrastructure;false;false
AF-Container-73;TA-Környezetvédelem_és_energia-136;Edényzet;Container;false;false
AF-Motor_vehicle-73;TA-Környezetvédelem_és_energia-136;Gépjármű;Motor-vehicle;false;false
AF-Waste_Transit_Location-73;TA-Környezetvédelem_és_energia-136;Hulladékátrakó;Waste Transit Location;false;false
TT-Waste_Processing_System-73;TA-Környezetvédelem_és_energia-136;Hulladékfeldolgozó Rendszer;Waste Processing System;false;=Waste handling practices=  Curbside collection is the most common method of disposal in most European countries, Canada, New Zealand and many other parts of the developed world in which waste is collected at regular intervals by specialized trucks. This 
AF-Waste_Operator-73;TA-Környezetvédelem_és_energia-136;Hulladékkezelő;Waste Operator;false;false
AF-Dealer-73;TA-Környezetvédelem_és_energia-136;Kereskedő;Dealer;false;false
TT-SRF-73;TA-Környezetvédelem_és_energia-136;SRF;SRF;false;false
TT-Waste_Export-73;false;Hulladék export;Waste Export;false;false
TT-Waste_Import-73;false;Hulladék import;Waste Import;false;false
TT-Waste_Contol_System-73;TA-Környezetvédelem_és_energia-136;Hulladék ellenőrzési rendszer;Waste Contol System;false;false
TT-Civil_protection-73;TA-Környezetvédelem_és_energia-136;Civil ellenőrzés;Civil protection;false;false
TT-Public_Health-73;TA-Környezetvédelem_és_energia-136;Közegészségügy;Public Health;false;false
TT-Energy_Office-73;TA-Környezetvédelem_és_energia-136;Energiahivatal;Energy Office;false;false
TT-National_Waste_Management_Agency-73;TA-Környezetvédelem_és_energia-136;Országos Hulladékgazdálkodási Ügynökség;National Waste Management Agency;false;false
TT-Tax_Office-73;TA-Környezetvédelem_és_energia-136;Adóhivatal;Tax Office;false;false
TT-Waste_Disposal_Installations-72;TA-Környezetvédelem_és_energia-136;Hulladék ártalmatlanítók;Waste Disposal Installations;false;false
TT-Incinerator-72;TA-Környezetvédelem_és_energia-136;Hulladékégető;Waste Incinerator;false;false
TT-Landfilling-72;TA-Környezetvédelem_és_energia-136;Hulladéklerakó;Landfilling;false;false
TT-Hazardous_Waste_Storage-72;TA-Környezetvédelem_és_energia-136;Veszélyes-hulladék lerakó;Hazardous Waste Storage;false;false
TT-Social_Acceptance_of_Environment_Protection-72;TA-Környezetvédelem_és_energia-136;Környezetvédelem Társadalmi Elfogadottsága;Social Acceptance of Environment Protection;false;=Social Acceptance of Environment Protection=  '''Environmental assessment''' (EA) is the term used for the assessment of the environmental impact, environmental consequences (positive and negative) of a plan, policy, program, or project prior to the deci
TT-Education_of_Environment_Protection-72;TA-Környezetvédelem_és_energia-136;Környezetvédelem oktatás;Education of Environment Protection;false;false
TT-Measuremet_of_Social_Acceptance-72;TA-Környezetvédelem_és_energia-136;Társadalmi Elfogadottság Mérése;Measuremet of Social Acceptance;false;=Methods=  General and industry specific assessment methods are available including:<ref>[https://en.wikipedia.org/wiki/Environmental_impact_assessment#Methods Wikipedia | Environmental impact assessment #Methods]</ref>  * ''Industrial products'' - Produc
TT-Organizations_of_Waste_Treatment-72;TA-Környezetvédelem_és_energia-136;Hulladékkezelés szervezetei;Organizations of Waste Treatment;false;false
TT-Service_Provider-72;TA-Környezetvédelem_és_energia-136;Szolgáltató;Service Provider;false;false
TT-Professional_Representation-72;TA-Környezetvédelem_és_energia-136;Érdekképviselet;Professional Representation;false;false
TT-Marketing-71;TA-managing_business-119;false;Marketing;false;false
TT-Market_segmentation-71;TA-managing_business-119;false;Market segmentation;false;false
TT-Market_research-71;TA-managing_business-119;false;Market research;false;false
TT-Marketing_strategy-71;TA-managing_business-119;false;Marketing strategy;false;false
TT-Product-71;TA-managing_business-119;false;Product;false;false
TT-Pricing_strategy-71;TA-managing_business-119;false;Pricing strategy;false;false
TT-Place-71;TA-managing_business-119;false;Place;false;false
TT-Promotion-71;TA-managing_business-119;false;Promotion;false;false
TT-Public_relations-71;TA-managing_business-119;false;Public relations;false;false
TT-Sales-71;TA-managing_business-119;false;Sales management;false;false
TT-Sales_strategy-71;TA-managing_business-119;false;Sales strategy;false;false
TT-Sales_technique-71;TA-managing_business-119;Értékesítési technika;Sales Technique;A termékek és szolgáltatások eljuttatása a piacra oly módon, hogy az ügyfelek meg tudják őket vásárolni. Az értékesítési csatorna lehet közvetlen, ha a vállalat közvetlenül az ügyfeleinek értékesít, vagy lehet közvetett, ha a termék ügyfeleknek való értékesítésében valamilyen közvetítő, például kiskereskedő vagy terjesztő is részt vesz.További információk: http://www.businessdictionary.com/definition/sales-channel.html#ixzz3Yi5BDDrh;A way of bringing products or services to market so that they can be purchased by consumers. A sales channel can be direct if it involves a business selling directly to its customers, or it can be indirect if an intermediary such as a retailer or dealer is involved in selling the product to customers.  Read more: http://www.businessdictionary.com/definition/sales-channel.html#ixzz3Yi5BDDrh 
TT-Principles_of_sales-71;TA-managing_business-119;false;Principles of sales;false;false
TT-Sales_cycle-71;TA-managing_business-119;false;Sales cycle;false;false
TT-Entrepreneurship-71;TA-managing_business-119;false;Entrepreneurship;false;false
TT-Supply_Chain_Management-70;TA-Supply_Chain_Management-119;Ellátási lánc menedzsment;Supply Chain Management;"<div class=\NavFrame\"" type=\""theoverb\""> <div class=\""NavHead\"">'''Ellátási lánc menedzsment fogalma'''</div> <div class=\""NavContent\"">  \""Az ellátási lánc menedzsment az összes logisztikai tevékenységek – többek között a beszerzési források kiválasztása, a beszerzési folyamat, a termelés – tervezését és menedzselését takarja. Fontos hangsúlyozni, hogy a hálózati partnerekkel (beszállítókkal, közvetítőkkel, szolgáltatókkal és fogyasztókkal) való együttműködést és koordinációt is magában foglalja.  Lényegében a vállalatokon belül és között felmerülő, fő üzleti funkciók és folyamatok összefüggő, versenyképes teljesítményt nyújtó rendszerbe történő integrálásáért felelős tevékenység.” A definíció alapján az ellátási lánc tevékenységeket két, egymásra utalt csoportra oszthatjuk: a folyamatok tevékenységeink tervezése és kezelése, valamint koordináció, illetve kollaboráció a hálózati partnerek között. \"" </div> </div> </br>  <div class=\""NavFrame\"" type=\""pracvisu\""> <div class=\""NavHead\"">'''Hogyan javíthatunk az ellátási láncon?'''</div> <div class=\""NavContent\"">  <iframe width=\""560\"" height=\""315\"" src=\""https://www.youtube.com/embed/gBRrG0-SA1I\"" frameborder=\""0\"" allowfullscreen></iframe>  </div> </div> </br>       """;false
TA-Sport_science-64;false;false;Sport science;false;false
TT-Indoor_sport-64;TA-Sport_science-64;false;Indoor sport;false;false
TT-Outdoor_sport-64;TA-Sport_science-64;false;Outdoor sport;false;false
TT-Swimming-64;TA-Sport_science-64;false;Swimming;false;false
TT-Cycling-64;TA-Sport_science-64;false;Cycling;false;false
TT-Extreme_sports-64;TA-Sport_science-64;false;Extreme sports;false;false
TT-Potholing-64;TA-Sport_science-64;false;Potholing;false;false
TT-Orientation-64;TA-Sport_science-64;false;Orientation;false;false
TT-Hiking-64;TA-Sport_science-64;false;Hiking;false;false
TT-Rowing-64;TA-Sport_science-64;false;Rowing;false;false
TT-Bike-64;TA-Sport_science-64;false;Bike;false;false
TT-Riding_techniques-64;TA-Sport_science-64;false;Riding techniques;false;false
TT-Bicycle_mechanics-64;TA-Sport_science-64;false;Bicycle mechanics;false;false
TT-Mountain_bike-64;TA-Sport_science-64;false;Mountain bike;false;false
TT-Tour_bike-64;TA-Sport_science-64;false;Tour bike;false;false
TT-Material_for_mountain_bike-64;TA-Sport_science-64;false;Material for mountain bike;false;false
TT-Equipment_of_mountain_bike-64;TA-Sport_science-64;false;Equipment of mountain bike;false;false
TT-Canyoning-64;TA-Sport_science-64;false;Canyoning;false;false
TT-Climbing-64;TA-Sport_science-64;false;Climbing;false;false
TT-Canoening-64;TA-Sport_science-64;false;Canoeing;false;false
TT-Materials_for_canoening-64;TA-Sport_science-64;false;Materials for canoeing;false;false
TT-Canoening_technique-64;TA-Sport_science-64;false;Canoeing technique;false;false
TT-Safety_equipment_for_canoeing-64;TA-Sport_science-64;false;Safety equipment for canoeing;false;false
TT-Climbing_technique-64;TA-Sport_science-64;false;Climbing technique;false;false
TT-Materials_for_climbing-64;TA-Sport_science-64;false;Materials for climbing;false;false
TT-Climbing_with_belay-64;TA-Sport_science-64;false;Climbing with belay;false;false
TT-Climbing_without_belay-64;TA-Sport_science-64;false;Climbing without belay;false;false
AF-Rope_knots-64;TA-Sport_science-64;false;Rope knots;false;false
TT-Safety_equipment_for_climbing-64;TA-Sport_science-64;false;Safety equipment for climbing;false;false
TT-Rowing_technique-64;TA-Sport_science-64;false;Rowing technique;false;false
TT-Mooring-64;TA-Sport_science-64;false;Mooring;false;false
TA-Natural_sciences-63;false;false;Natural sciences;false;false
TT-Statistics-63;TA-Natural_sciences-63;false;Statistics;false;false
TT-Geography-63;TA-Natural_sciences-63;false;Geography;false;false
TT-Regional_geography-63;TA-Natural_sciences-63;false;Regional geography;false;false
TT-Landscape-63;TA-Natural_sciences-63;false;Landscape;false;false
TT-Spain-63;TA-Natural_sciences-63;false;Spain;false;false
TT-Natural_resources-63;TA-Natural_sciences-63;false;Natural resources;false;false
TA-Humanities-62;false;false;Humanities;false;false
TT-History-62;TA-Humanities-62;false;History;false;false
TT-Languages-62;TA-Humanities-62;false;Languages;false;false
TT-Law-62;TA-Humanities-62;false;Law;false;false
TT-Cultural_heritage-62;TA-Humanities-62;false;Cultural heritage;false;false
TT-English-62;TA-Humanities-62;false;English;false;false
TT-Russian-62;TA-Humanities-62;false;Russian;false;false
TT-German-62;TA-Humanities-62;false;German;false;false
TT-Spanish-62;TA-Humanities-62;false;Spanish;false;false
TT-Travel_and_tourism_law-62;TA-Humanities-62;false;Travel and tourism law;false;false
TT-Company_law-62;TA-Humanities-62;false;Company law;false;false
TT-Environment_protection_law-62;TA-Humanities-62;false;Environment protection law;false;false
TT-Hotel_and_restaurant_law-62;TA-Humanities-62;false;Hotel and restaurant law;false;false
TT-Property_law-62;TA-Humanities-62;false;Property law;false;false
TT-Traffic_regulations-62;TA-Humanities-62;false;Traffic regulations;false;false
TT-Travel_document-62;TA-Humanities-62;false;Travel document;false;false
TT-Travel_insurance-62;TA-Humanities-62;false;Travel insurance;false;false
TT-Baggage_protection-62;TA-Humanities-62;false;Baggage protection;false;false
TT-Occupational_health_and_safety-62;TA-Humanities-62;false;Occupational Health and Safety;false;false
TT-Labor_contract-62;TA-Humanities-62;false;Labour Contract;false;false
TT-Starting_a_business-62;TA-Humanities-62;false;Starting a business;false;false
TT-Consumer_protection_act-62;TA-managing_business-119, TA-Humanities-62;false;Consumer protection act;false;false
TT-Wildlife_protection_act-62;TA-Humanities-62;false;Wildlife protection act;false;false
TT-Rules_of_the_road-61;TA-Humanities-62;false;Rules of the road;false;false
TT-Water_traffic_regulations-61;TA-Humanities-62;false;Water traffic regulations;false;false
TT-International_code_of_signals-61;TA-Humanities-62;false;International code of signals;false;false
TT-Road_safety_rules_for_cyclists-61;TA-Humanities-62;false;Road safety rules for cyclists;false;false
TT-Passenger_transportation-61;TA-Tourism-81;false;Passenger transportation;false;false
TT-Nutrition-61;TA-Nursing-113, TA-Natural_sciences-63;false;Nutrition;false;false
TT-Food_pyramid-61;TA-Nursing-113, TA-Natural_sciences-63;false;Food pyramid;false;false
TT-Food_safety-61;TA-Nursing-113, TA-Natural_sciences-63;false;Food safety;false;false
TT-Law_on_protection_of_personal_data-60;TA-Humanities-62;false;Law on protection of personal data;false;false
TT-Social_media-59;TA-Gazdaságinformatika-137;false;Social Media;false;false
TT-Loyalty_programs-59;TA-Környezetvédelem_és_energia-136;false;Loyalty programs;false;false
TT-Help_desk-59;TA-Környezetvédelem_és_energia-136;false;Help desk;false;false
TT-Complaint_management-59;TA-Környezetvédelem_és_energia-136;false;Complaint management;false;false
TA-Business_case_illustrations-57;false;false;Business case illustrations;false;false
TT-Computer_Architecture-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Számítástechnikai architektúra;Computer Architecture;"<div class=\NavFrame\"" type=\""theomix2\""> <div class=\""NavHead\"">Számítástechnikai architektúra'''</div> <div class=\""NavContent\"">  A számítástechnikai architektúra elsősorban a szervezeti (vállalati, üzleti) információ architektúra támogatásához szükséges infrastruktúra (hardver, szoftver, hálózat, adatkezelés, eljárás) elemeket tartalmazza. A számítógéprendszert is tartalmazó információrendszer tehát nem csupán hardverből és szoftverből áll. Az ilyen információrendszerek erőforrásai a következők: *Humán erőforrás: végfelhasználók, információrendszer-szakértők, akik dolgoznak a rendszerekkel és használják azok eredményeit. *Hardver: fizikai eszközök rendszere – processzor, memória, monitor, stb. *Szoftver: programok, melyek lehetővé teszik, hogy a hardver adatokat dolgozhasson fel. *Adat, adatbázis, tudásbázis: az adatok, információk illetve a kapcsolódó fájlok, táblák, relációk gyűjteménye *Hálózat: számítógépek erőforrásainak megosztására szolgáló kapcsolatok kialakítását biztosító megoldások *Eljárások: utasítások halmaza, mely leírja, hogyan kell kombinálni a többi (fenti öt) komponenst.  Egy információrendszer esetében tehát nem csupán egy számítógépre kell gondolni, ez a sematikus felfogás távol áll a valóságtól. Komplex rendszerekről van szó, amelyek rengeteg technológiai eredetű erőforrás mellett szervezeti erőforrásokat is felhasználnak feladataik elvégzéséhez.   [[Image:Szamitastechnikai_architektura.jpg|{type}|center|400px|{border}|]]  </div> </div> <br/>       """;false
TT-Information_Architecture-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Információ architektúra;Information Architecture;"<div class=\NavFrame\"" type=\""theoverb\""> <div class=\""NavHead\"">''' Információ architektúra'''</div> <div class=\""NavContent\"">  Az információ architektúra a szervezet által igényelt és használatban lévő információ szerkezetét írja le. A szükséges információk körét és kapcsolatrendszerét pedig a szervezet folyamatainak, tevékenységeinek feltérképezésével és pontos leírásával határozhatjuk meg. Mindezek pontos meghatározása alapfeltétele a folyamatokat hatékonyan támogató információrendszerek kialakításának.   Az irányításának, döntéshozatalnak különböző szintjei lehetnek egy szervezeten belül, melyek hierarchiát alkotnak. Az operatív, a menedzsment és stratégiai irányításnak más-más a feladata, felelőssége és ennek megfelelően az adat és információ szükséglete is. Az információ architektúra kialakítása során figyelembe kell venni, hogy stratégiai szinten adatok szélesebb körére, összetettebb információkra lehet szükség, mint az operatív vagy menedzsment szinten. Ugyanakkor olyan tevékenységek is léteznek, melyek a szervezet valamennyi szintjén megjelennek. Tranzakciók kezelésére, munkafolyamatok tervezésére, szervezésére, vagy csoportmunka támogatására minden szinten szükség lehet.  [[Image:Szervezeti_piramis.jpg|{type}|center|150px|{border}|]]  </div> </div> <br/>  <div class=\""NavFrame\"" type=\""pracvisu\""> <div class=\""NavHead\"">''' Termelési folyamat információ szükséglete - Példa'''</div> <div class=\""NavContent\"">  Az alábbi ábra egy termelési folyamat elindításának információ szükségletét és összefüggésrendszerét szemlélteti. A folyamat egyes lépései vagy akár az egésze csak akkor automatizálható, ha pontosan azonosítjuk a tevékenységek végrehajtásához szükséges adatok, információk körét. A termelési folyamatot elindíthatja egy beérkező megrendelés, ugyanakkor maga a megrendelés még nem tartalmazza az összes szükséges információt. A megrendelésben szereplő termékmegnevezés alapján meghatározható, hogy milyen anyagszükséglete van az adott termelési folyamatnak, majd ellenőrizni kell, hogy ezek az anyagok rendelkezésre állnak-e a megfelelő mennyiségben a raktárban. Továbbá a kapacitásokat is ellenőrizni kell: mekkora a leterheltsége a gyártósornak, rendelkezésre áll-e a szükséges munkaerő. A szükséges információk köre bővülhet is adott helyzettől függően.  [[Image:Informacio_architektura_pelda.jpg|{type}|center|600px|{border}|]]  </div> </div> <br/>    """;false
TT-Information_Management-54;TA-Gazdaságinformatika-137;Információmenedzsment;Information Management;"<div class=\NavFrame\"" type=\""theoverb\""> <div class=\""NavHead\"">'''Információmenedzsment'''</div> <div class=\""NavContent\"">  Az információmenedzsment célja „az információs erőforrások hatékony menedzselése és a szervezet képessé tétele arra, hogy gondoskodni tudjon mindarról, amire szüksége van az információs rendszerek alkalmazása, az információhoz való hozzáférés és a végfelhasználók megfelelő segítése tekintetében” (Wormell, 1991. p. 208).  Informatika üzleti szemmel való megértésében segít. Választ ad a következő kérdésekre: *Mi is az az informatika? *Mit tehet az informatika az üzletért? *Hogyan használhatja az üzlet az informatikát? *Hogyan lehet az informatikát felhasználni, kezelni?   Az információmenedzsment magába foglal minden olyan menedzsment tevékenységet, melyek ebben a segítségére lehetnek. Így többek között magába foglalja: *folyamatmenedzsmentet *informatikai szolgáltatások menedzsmentjét *informatikai projektek menedzsmentkét.  Az információrendszerek feladata az, hogy segítséget nyújtsanak a vállalat céljainak eléréséhez. Az információrendszerekkel a legtöbb közép és nagyvállalatnál, szervezetnél egy-egy specializálódott részleg foglalkozik, ennek az informatikai funkciónak/egységnek a legfontosabb feladatai: *Az információtechnológiák felhasználásának megtervezése a szervezet céljainak véghezvitele érdekében *A vállalat IT infrastruktúra tervezése, üzemeltetése, karbantartása, felhasználói kérések kezelése (rendszergazdák és hálózatgazdák) *A vállalati alkalmazások fejlesztése, üzemeltetése, karbantartása (az új információrendszerek kialakítása, valamint a már meglévő rendszerek fenntartása) *Az információ védelme (adatok és információk védelme biztonsági követelmények teljesítése) *A kiszervezett IT szolgáltatások (outsourcing) felügyelete (kapcsolattartás a külső partnerekkel, telekommunikációs, alkalmazásfejlesztő vagy szolgáltató cégekkel, stb.)  </div> </div> <br/>    """;false
TT-Infrastructure-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Infrastruktúra;Infrastructure;false;false
TT-Data_Management-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Adatkezelés;Data Management;"<div class=\NavFrame\"" type=\""theoverb\""> <div class=\""NavHead\"">'''Adatkezelsé'''</div> <div class=\""NavContent\"">  A vállalatok dollármilliókat költenek a kritikus információk kezelésére. A költségek és a komplexitás egyre magasabbá válik, ahogy a vállalat információmennyisége növekszik. Mi több, ezeknek az egyesített információknak nagy része szorosan összetartozó, nagy információhalmazban helyezkednek el, ezzel abba a csapdába esve, hogy egyre nehezebb a dinamikus üzleti folyamatokhoz szükséges adatokhoz való hozzáférés és ezen adatok frissítése.  A szervezetnek olyan megoldásokat kell keresniük melyek segítségével valamennyi adatforrást megfelelően tudnak kezelni, azaz biztosítják az adatok konzisztenciáját, használhatóságát.   Az adatmenedzsment feladat az adatbázisok, adattárházak kialakítása és működtetése.  </div> </div> <br/>""";=Data Management=  The management of data is ultimately about representing, capturing and processing information about some aspect of reality. Organizations, communities or individuals must determine – perhaps with the help of a data management professi
TT-System_software-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Rendszerszoftver;System Software;false;false
TT-Operating_System-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Operációs rendszer;Operating System;false;false
TT-Software_Architecture-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Szoftver architektúra;Software Architecture;false;false
TT-Software_Engineering-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Szoftverfejlesztés;Software Engineering;false;false
TT-Network-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Hálózat;Network;false;=Network= A '''computer network''' or '''data network''' is a telecommunications network which allows computers to exchange data. In computer networks, networked computing devices exchange data with each other along network links (data connections). The c
TT-Protocol-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Hálózati Protokoll;Network Protocol;false;==Protocol (Communications protocol)==  In telecommunications, a '''communications protocol''' is a system of rules that allow two or more entities of a communications system to transmit information via any kind of variation of a physical quantity. These 
TT-Enterprise_Architecture-54;TA-Gazdaságinformatika-137;Architektúra szervezési elvek;Enterprise Architecture;false;false
TT-Database-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Adatbázis;Database;false;false
TT-Data_Processing-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Adatfeldolgozás;Data Processing;false;false
TT-Data_Representation-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;Adatreprezentáció;Data Representation;false;false
TT-XML-54;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;false;XML;false;false
TT-Labour_Law-53;TA-Humanities-62;false;Labour Law;false;false
TT-IT_Regulations-53;TA-Gazdaságinformatika-137;false;IT Regulations;false;false
TT-Software_Testing-53;TA-Information System Analyst-134, TA-Gazdaságinformatika-137;false;Software Testing;false;false
TT-Control_Level-53;TA-Information System Analyst-134, TA-managing_business-119, TA-Gazdaságinformatika-137;false;Control Level;false;false
TT-Control_Type-53;TA-Information System Analyst-134, TA-managing_business-119, TA-Gazdaságinformatika-137;false;Control Type;false;false
TT-Detective_Control-53;TA-Information System Analyst-134, TA-managing_business-119, TA-Gazdaságinformatika-137;false;Detective Control;false;false
TT-Corrective_Control-53;TA-Information System Analyst-134, TA-managing_business-119, TA-Gazdaságinformatika-137;false;Corrective Control;false;false
TT-Compensating_Control-53;TA-Information System Analyst-134, TA-managing_business-119, TA-Gazdaságinformatika-137;false;Compensating Control;false;false
TT-Agile_Development-52;TA-Information System Analyst-134;false;Agile Development;false;false
TA-Fund_Management-51;false;false;Fund Management;false;Empty content  
TT-Monitoring-50;TA-Internal_Control_System-120;false;Monitoring;false;=Monitoring=  ==About Monitoring== Encompasses supervising, observing and testing activities and appropriately reporting to responsible individuals. Monitoring occurs in the normal course of management activities.   The scope and frequency of separate eva
TT-For_profit_Fund_Management-50;TA-Fund_Management-51;false;For-profit Fund Management;false;false
TT-Not_for_profit_Fund_Management-50;TA-Fund_Management-51;false;Not-for-profit Fund Management;false;false
TT-Impact_Monitoring-50;TA-Internal_Control_System-120;false;Impact Monitoring;false;false
TT-Financial_Planning-50;TA-managing_business-119;false;Financial Planning;false;false
TT-Budgeting-49;TA-managing_business-119;false;Budgeting;false;=Budgeting=  ...  ==Project Budgeting== The Project Manager must know the extent of his/her authority to make budget decisions. For example, is the Project Manager allowed to authorize work that requires additional hours of salaried personnel time, or mus
TT-Fund_Administration-49;TA-Fund_Management-51;false;Fund Administration;false;false
TT-Funding_Policy-49;TA-Fund_Management-51;false;Funding Policy;false;false
TT-For_profit_Funding_Policy-49;TA-Fund_Management-51;false;For-profit Funding Policy;false;false
TT-Not_profit_Funding_Policy-49;TA-Fund_Management-51;false;Not-profit Funding Policy;false;false
TA-Insurance-48;false;false;Insurance;false;=  Insurance =  Definition:  Insurance is the equitable transfer of the risk of a loss, from one entity to another in exchange for payment. It is a form of risk management primarily used to hedge against the risk of a contingent, uncertain loss. An insure
TT-Insurance_Parties-48;TA-Insurance-48;false;Insurance Parties;false;= Insurance Parties =  Any person, organisation or other entity named on an insurance contract. 
TT-Premium-48;TA-Insurance-48;false;Premium;false;=Premium=  ==PREMIUM== The price of an insurance policy, typically charged annually or semiannually. (See Direct premiums, Earned premium, Unearned premium)  ==PREMIUM REDUCTION OPTION== An option, available to the owners of participating insurance polici
TT-Non_life_Insurance-48;TA-Insurance-48;false;Non-life Insurance;false;false
TT-Life_Insurance-48;TA-Insurance-48;false;Life Insurance;false;= Life Insurance =  Life insurance (or commonly final expense insurance or life assurance, especially in the Commonwealth) is a contract between an insured (insurance policy holder) and an insurer or assurer, where the insurer promises to pay a designated
AF-Insurance_Company-48;TA-Insurance-48;false;Insurance Company;false;false
TT-Insurance_Company_Partners-48;TA-Insurance-48;false;Insurance Company Partners;false;false
TT-Client-48;TA-Insurance-48;false;Client;false;false
TT-Insurance_Broker-48;TA-Insurance-48;false;Insurance Broker;false;false
TT-Insurance_Agent-48;TA-Insurance-48;false;Insurance Agent;false;#N�V?
AF-Independent_Agent-48;TA-Insurance-48;false;Independent Agent;false;false
AF-Captive_Agent-48;TA-Insurance-48;false;Captive Agent;false;false
AF-Policyholder-48;TA-Insurance-48;false;Policyholder;false;=Policyholder=  The insurance industry safeguards the assets of its policyholders by transferring risk from an individual or business to an insurance company. Insurance companies act as financial intermediaries in that they invest the premiums they collec
AF-Insured-48;TA-Insurance-48;false;Insured;false;false
AF-Beneficiery-48;TA-Insurance-48;false;Beneficiery;false;=Beneficiery=  The person or legal entity the owner of an insurance policy names to receive the policy benefit if the event insured against occurs. (See Annuity beneficiary, Contingent beneficiary, Irrevocable beneficiary)  
AF-Payee-48;TA-Insurance-48;false;Payee;false;false
TT-Insurance_Premium-48;TA-Insurance-48;false;Insurance Premium;false;=Insurance Premium=  A system to make large financial losses more affordable by pooling the risks of many individuals and business entities and transferring them to an insurance company or other large group in return for a premium.  A type of life insuran
TT-Premium_Payment-48;TA-Insurance-48;false;Premium Payment;false;=Premium Payment=  A premium payment method sometimes offered in connection with annuities and with some types of life insurance that allows the contract owner or policy owner to alter the amount and the frequency of payments, within specified boundaries 
TT-Zillmerisation-48;TA-Insurance-48;false;Zillmerisation;false;false
OF-Equivalence_Principle-48;TA-Insurance-48;false;Equivalence Principle;false;=Equivalence Principle=  The equivalence principle of insurance states that the expected present values of premiums and benefits should be equal. Then, roughly speaking, premiums and benefits will balance on the average. This idea will be made precise lat
AF-Risk_Charges-48;TA-Insurance-48;false;Risk Charges;false;false
AF-Administration_Expenses-48;TA-Insurance-48;false;Administration Expenses;false;false
AF-Saving_Component-48;TA-Insurance-48;false;Saving Component;false;false
TT-Loss_Prevention-48;TA-Insurance-48;false;Loss Prevention;false;=Loss Prevention=  ==LOSS==  A reduction in the quality or value of a property, or a legal liability.  ==LOSS ADJUSTMENT EXPENSES== The sum insurers pay for investigating and settling insurance claims, including the cost of defending a lawsuit in court.  
TT-Loss_Mitigation-48;TA-Insurance-48;false;Loss Mitigation;false;#N�V?
TT-Loss_of_Interest-48;TA-Insurance-48;false;Loss of Interest;false;false
TT-Property-48;TA-Insurance-48;false;Property;false;=Property=  ==PROPERTY/CASUALTY INSURANCE== Covers damage to or loss of policyholders’ property and legal liability for damages caused to other people or their property. Property/casualty insurance, which includes auto, homeowners and commercial insuran
TT-Deductible-48;TA-Insurance-48;false;Deductible;false;false
TT-Overinsurance-48;TA-Insurance-48;false;Overinsurance;false;false
TT-Underinsurance-48;TA-Insurance-48;false;Underinsurance;false;#N�V?
TT-Proportional_Benefit_Payment-48;TA-Insurance-48;false;Proportional Benefit Payment;false;false
AF-Active_Loss_Prevention-48;TA-Insurance-48;false;Active Loss Prevention;false;false
AF-Passive_Loss_Prevention-48;TA-Insurance-48;false;Passive Loss Prevention;false;false
TT-Property_Value-48;TA-Insurance-48;false;Property Value;false;false
AF-New_Replacement_Value-48;TA-Insurance-48;false;New Replacement Value;false;false
AF-Value_at_the_Time_of_Claim_Event-48;TA-Insurance-48;false;Value at the Time of Claim Event;false;false
AF-Residual_Value-48;TA-Insurance-48;false;Residual Value;false;false
AF-Depreciation-48;TA-Insurance-48;false;Depreciation;false;false
AF-Direct_Deductible-48;TA-Insurance-48;false;Direct Deductible;false;false
AF-Subtracted_Deductible-48;TA-Insurance-48;false;Subtracted Deductible;false;false
